lat,lon
49.850,8.121
49.466,10.999
51.121,14.193
48.955,8.569
48.610,9.110
50.995,6.810
51.024,6.817
50.964,6.954
53.468,7.520
51.056,8.790
49.227,6.902
53.135,8.740
53.136,8.740
49.785,9.937
50.143,8.534
51.896,7.031
47.886,11.692
50.148,8.665
50.147,9.108
50.148,9.108
51.329,12.344
50.920,6.936
53.282,9.505
51.319,12.288
48.585,8.612
48.707,9.255
48.690,9.160
51.974,10.710
51.213,6.807
53.576,9.813
53.127,8.902
50.748,7.120
50.745,7.118
50.741,7.122
54.153,12.065
50.733,7.099
48.679,9.763
52.989,8.816
50.726,7.097
52.401,9.646
52.037,10.312
52.617,10.054
50.872,6.158
53.587,10.125
53.629,10.023
48.694,13.020
53.569,10.056
52.552,13.455
53.558,13.258
53.581,10.103
53.540,10.111
50.439,7.413
48.776,10.579
52.510,13.471
49.281,8.725
53.581,10.064
48.301,11.363
53.074,8.925
53.167,8.156
52.101,13.126
48.046,11.615
50.610,8.797
50.610,8.797
50.900,12.099
48.541,10.855
48.541,10.855
48.557,10.851
52.487,13.357
53.328,12.721
50.542,7.520
51.334,12.382
48.118,7.848
51.596,6.986
53.598,10.101
50.906,6.800
54.107,12.036
50.911,6.805
51.451,7.564
50.009,7.673
51.400,12.217
52.470,13.462
50.577,7.243
53.968,14.139
47.561,9.686
54.082,13.382
49.626,10.837
51.030,13.788
51.214,6.275
53.582,10.067
48.582,8.677
49.491,8.395
50.163,8.638
50.828,12.944
49.416,11.008
53.594,10.059
48.397,11.745
52.977,13.328
48.858,10.480
51.339,7.020
52.301,9.470
49.853,8.122
50.156,8.634
50.158,8.633
51.526,7.696
50.760,12.622
48.109,11.299
49.186,11.187
50.865,14.760
48.263,10.841
48.264,10.840
48.195,11.597
48.202,11.588
48.901,8.668
50.964,6.954
50.962,6.955
50.963,6.953
49.935,11.518
51.332,12.412
47.964,7.954
50.727,7.068
51.347,12.419
51.333,7.022
51.331,7.016
48.554,12.147
51.337,12.404
52.015,11.716
50.999,6.808
50.903,11.572
47.780,12.142
53.964,10.860
48.889,8.329
53.963,10.858
53.244,9.844
49.975,8.122
52.548,13.210
51.042,13.796
50.967,6.953
50.965,6.954
48.848,9.157
48.849,9.156
53.575,9.706
53.575,10.043
53.575,10.042
51.181,6.867
51.181,6.866
48.209,11.567
48.204,11.563
53.570,10.063
52.028,8.883
49.104,9.200
52.237,9.422
52.289,9.505
52.216,10.640
52.214,10.639
52.406,10.782
50.081,8.225
52.682,9.613
50.153,8.810
48.792,9.834
49.451,8.496
49.994,8.184
52.251,10.643
52.251,10.643
53.125,8.250
47.952,9.382
48.302,11.620
48.302,11.620
50.293,11.928
52.212,9.971
51.713,8.936
52.970,13.325
48.717,8.893
50.055,11.615
50.055,11.613
50.098,11.589
51.545,6.856
50.382,7.578
52.543,13.197
52.509,13.272
50.164,8.619
52.425,9.782
51.255,6.346
51.537,6.865
52.425,9.598
51.044,13.700
47.787,8.877
49.845,8.113
49.845,8.112
48.725,8.965
48.105,11.602
48.093,11.414
49.314,10.560
51.025,11.513
48.268,12.159
52.399,9.592
53.095,8.532
53.095,8.532
53.958,10.860
50.937,6.901
50.937,6.900
48.121,11.612
51.532,6.841
51.532,6.840
50.492,12.143
50.490,12.132
50.214,8.612
50.495,12.127
50.496,12.173
52.216,10.497
49.499,8.556
49.498,8.556
49.883,8.647
49.295,11.082
48.179,11.636
53.766,10.265
51.523,7.371
52.528,13.329
48.204,11.599
48.202,11.606
51.666,9.373
50.976,10.338
52.544,9.735
52.544,9.734
51.065,13.741
52.303,9.487
52.303,9.488
53.125,8.246
53.172,13.140
50.722,7.089
51.506,7.367
52.458,13.507
52.516,13.462
52.523,13.465
50.816,7.156
51.119,6.943
52.582,9.587
54.091,10.860
52.266,10.448
50.089,8.671
48.529,9.061
50.696,7.159
48.271,10.835
47.643,10.456
51.830,8.442
48.269,12.156
53.525,12.708
52.397,13.047
52.207,10.005
50.381,7.579
51.962,7.632
50.008,8.209
52.201,8.728
49.268,11.472
50.892,11.584
49.269,11.470
48.690,10.165
50.922,6.115
50.971,10.966
50.276,8.649
48.128,11.603
48.128,11.598
48.129,11.599
50.774,7.285
51.474,7.210
50.120,8.680
50.122,8.689
49.314,10.567
47.925,8.641
53.520,8.101
53.523,8.091
51.481,7.209
51.882,9.633
51.187,10.048
52.557,13.571
48.127,11.592
52.469,13.312
48.765,9.171
48.780,9.168
48.780,9.167
47.813,12.375
51.249,6.406
52.084,8.867
49.874,8.633
51.073,13.749
52.142,10.770
52.144,10.775
52.263,10.365
51.805,8.421
51.814,8.429
52.320,9.593
49.497,11.262
51.020,6.896
51.879,14.178
52.339,9.833
48.770,9.180
52.117,9.343
52.116,9.344
52.117,9.343
51.428,7.043
51.426,7.003
51.835,14.145
48.039,7.860
48.779,9.126
50.785,6.236
47.754,9.190
47.867,12.630
47.585,9.855
47.602,9.883
48.779,9.128
48.781,9.132
50.876,7.099
47.601,9.894
52.265,8.005
51.616,8.907
51.614,8.895
50.969,6.975
51.236,6.862
52.505,13.590
52.504,13.590
51.219,6.866
48.269,12.171
48.081,11.692
48.081,11.693
48.081,11.694
48.134,11.597
53.571,10.124
54.459,12.538
52.148,9.964
51.187,6.818
50.999,7.101
50.215,8.553
51.664,6.270
49.964,9.123
50.017,8.345
47.673,12.013
53.101,8.815
53.652,12.266
49.806,9.163
52.491,6.981
52.521,7.129
48.282,8.849
50.622,6.964
48.536,8.063
51.189,6.509
51.189,6.509
51.780,11.754
51.796,8.613
52.267,8.037
47.648,10.456
51.194,6.506
50.780,7.186
48.727,9.148
50.673,10.974
51.365,7.621
48.610,11.581
50.739,12.576
48.610,11.581
50.194,8.656
50.194,8.658
51.051,6.850
49.626,10.836
48.209,12.419
52.499,13.421
48.737,11.185
50.707,12.496
49.821,8.639
50.731,12.665
50.749,12.663
47.998,7.795
48.720,9.271
50.224,8.606
51.649,10.236
51.358,6.933
51.443,7.652
51.867,10.034
48.054,11.090
48.054,11.090
54.294,10.184
49.469,8.567
52.411,10.722
52.271,8.039
52.519,13.301
48.010,9.655
52.136,11.644
48.180,9.905
48.006,9.656
49.038,9.446
48.558,11.736
47.991,7.816
52.288,10.527
48.529,12.142
49.005,12.116
50.782,12.702
52.102,9.389
52.100,9.376
52.075,9.329
52.076,9.330
52.085,9.353
52.419,10.723
47.638,10.498
48.772,9.157
48.775,9.156
49.196,8.103
51.398,7.173
51.424,6.863
50.952,11.611
53.313,8.482
49.872,8.147
53.062,8.632
53.457,9.954
52.564,13.412
49.937,11.577
51.112,13.899
51.839,6.622
51.840,6.608
53.309,7.487
53.308,7.489
50.748,7.099
53.177,8.189
53.550,9.961
53.550,9.955
53.548,9.966
53.553,9.960
52.198,9.079
48.979,9.581
48.112,11.676
52.608,13.235
52.610,13.248
48.282,10.886
48.551,12.546
51.961,7.676
52.250,10.530
51.398,7.171
51.398,7.171
49.378,8.305
48.757,9.146
48.173,9.865
51.240,6.793
50.240,8.586
53.065,8.795
51.996,11.725
51.538,6.950
51.246,6.855
52.504,6.969
52.503,6.969
48.125,12.160
53.551,10.080
51.765,7.427
51.015,7.080
51.003,7.094
53.616,9.905
47.848,11.150
49.200,12.053
52.011,11.723
49.752,10.710
48.130,11.431
52.111,9.359
52.843,11.169
48.831,9.187
50.724,7.066
51.376,12.360
51.376,12.360
52.006,11.724
50.457,8.736
50.922,12.715
51.437,7.024
52.433,13.535
52.514,13.406
54.587,13.108
54.568,13.105
48.530,11.531
48.140,11.456
47.620,10.509
50.122,8.676
48.785,9.168
50.916,6.708
50.098,8.590
50.099,8.586
50.102,8.591
50.099,8.567
48.146,11.461
50.813,7.036
48.227,11.462
50.827,7.282
51.331,12.333
50.103,8.691
50.098,8.691
51.951,7.668
51.362,12.371
49.968,8.830
51.881,12.650
52.529,9.753
51.767,7.459
52.381,9.813
51.513,9.940
53.169,9.488
51.767,8.562
51.766,8.561
51.767,8.562
53.162,9.474
53.163,9.475
51.773,7.451
50.937,10.704
48.726,9.115
51.765,8.555
51.523,7.370
47.972,11.666
47.972,11.666
51.446,7.108
51.008,6.811
48.723,9.209
53.306,8.840
53.308,8.839
53.307,8.836
53.311,8.827
50.989,7.088
47.458,10.272
47.413,10.280
47.413,10.276
47.408,10.279
50.121,8.680
50.663,7.190
53.263,7.932
51.432,11.983
48.118,11.688
50.347,7.619
51.546,9.930
49.401,11.017
49.632,8.370
52.431,13.715
52.442,13.240
52.427,13.216
52.436,13.755
49.286,6.885
49.286,6.885
51.945,9.097
51.539,9.949
51.681,10.110
51.681,10.109
51.123,7.903
51.201,6.838
54.106,12.031
54.089,12.098
54.089,12.097
50.072,8.962
50.041,10.197
52.375,9.702
48.817,8.145
54.297,10.169
52.412,10.715
48.113,11.651
48.459,13.197
51.312,9.670
49.874,12.342
47.868,12.649
52.101,8.297
52.100,8.296
49.977,6.527
51.437,7.106
49.816,8.645
48.653,9.217
50.397,8.889
48.122,11.541
49.806,8.643
53.631,7.615
53.633,7.617
53.890,10.642
54.482,9.696
52.537,13.205
50.983,7.102
53.586,6.664
52.082,8.748
51.830,9.320
53.583,6.683
51.333,8.001
51.371,6.779
51.326,8.006
48.066,11.614
54.078,13.912
50.825,6.900
50.826,6.900
50.829,6.904
51.325,8.000
47.805,12.592
52.456,13.437
52.457,13.437
48.087,11.460
53.521,8.100
49.388,8.803
48.126,11.550
49.242,10.605
50.016,10.929
53.577,8.110
49.137,9.208
51.533,6.973
51.219,6.819
51.330,6.911
51.331,6.910
53.579,10.040
50.911,8.105
53.743,9.941
50.996,13.825
53.470,9.854
53.672,9.988
51.510,6.936
51.511,6.935
49.425,8.644
52.463,13.339
52.523,13.307
52.524,13.309
51.027,13.835
51.028,13.832
47.573,10.685
52.994,11.722
51.928,14.090
52.793,8.424
49.196,11.187
50.971,7.048
51.170,14.972
48.987,9.461
51.732,12.457
48.209,12.418
52.078,8.751
48.133,11.608
52.179,7.530
53.254,7.918
48.428,10.122
49.984,9.090
52.525,13.198
52.246,7.373
52.245,7.367
52.212,7.401
48.116,11.593
49.353,9.217
48.129,11.595
48.729,9.150
48.692,9.123
52.336,13.413
48.500,9.055
51.945,8.654
51.948,8.657
51.961,8.665
52.155,9.953
49.392,8.587
53.269,9.724
51.076,10.854
51.825,12.243
52.372,9.789
52.347,9.829
52.084,11.599
48.872,9.628
48.874,9.628
51.379,10.131
48.512,11.903
49.726,11.057
48.679,9.010
54.055,13.758
52.464,13.486
49.238,6.991
52.519,13.597
49.813,8.479
51.966,11.882
50.105,8.696
51.165,6.426
50.160,7.181
48.287,8.188
48.286,8.188
48.286,8.188
50.100,8.724
51.781,9.383
48.802,9.015
51.142,13.796
48.676,10.174
47.745,8.850
53.631,11.329
47.846,12.543
53.528,8.064
48.196,11.584
51.489,9.607
47.570,10.699
52.174,7.523
52.181,7.517
53.689,10.749
54.782,9.451
54.171,10.025
54.177,10.047
51.472,7.324
51.545,9.930
51.747,11.949
51.734,8.789
51.819,8.660
52.081,13.161
51.061,6.817
49.314,11.055
48.623,8.892
48.120,11.428
51.057,13.765
49.935,11.619
52.717,8.288
52.464,13.473
52.682,7.957
52.674,7.946
52.680,7.949
51.448,7.169
51.465,7.150
51.034,7.118
52.139,12.605
53.304,7.747
51.031,6.696
51.374,10.132
48.717,8.737
52.383,10.534
51.535,7.680
47.576,10.705
53.594,10.044
51.254,9.413
54.065,13.956
49.198,10.705
49.197,10.704
49.569,9.707
52.546,13.359
50.924,6.376
49.254,7.366
49.254,7.368
51.532,6.975
52.388,9.748
48.180,11.490
51.461,7.079
47.814,12.953
50.933,14.620
50.184,8.469
50.183,8.468
48.779,9.168
52.294,8.013
53.578,10.021
54.331,10.111
51.155,14.969
50.833,12.957
50.841,12.951
51.982,13.102
51.990,13.090
53.574,10.023
53.573,10.024
50.045,8.205
50.045,8.206
51.158,14.984
52.189,10.481
50.048,8.217
52.470,13.462
51.532,6.891
51.614,7.630
48.121,11.535
51.968,7.623
47.665,9.361
47.672,9.378
51.475,7.082
48.109,11.592
52.454,9.359
50.241,8.858
49.155,8.631
49.172,8.617
49.172,8.618
51.170,14.971
52.235,10.482
51.997,13.085
48.741,9.230
51.996,13.056
51.060,14.499
49.504,8.470
50.994,7.146
50.994,7.147
51.835,12.228
48.678,10.143
51.578,7.670
48.746,9.232
52.378,9.743
54.333,10.133
51.439,7.013
53.017,14.000
50.044,8.218
50.182,8.586
50.241,8.858
50.038,11.679
52.219,10.519
52.168,7.502
52.172,7.514
52.172,7.536
52.179,7.521
50.979,14.607
49.100,9.737
50.208,8.743
51.805,6.610
48.874,9.629
49.475,8.662
50.193,8.744
47.826,12.963
51.214,6.806
54.410,9.507
52.175,7.627
52.474,10.572
52.262,10.527
50.725,7.070
48.223,10.098
50.811,10.208
52.334,9.798
52.009,11.732
50.984,14.614
50.976,7.073
49.843,9.148
48.608,9.259
51.326,12.013
48.629,8.079
50.930,6.914
52.435,9.756
49.764,9.949
54.173,12.240
50.152,8.628
50.765,12.539
51.049,13.722
50.811,10.219
51.068,13.777
51.070,13.787
48.081,11.672
53.231,8.596
50.971,7.088
49.765,9.949
53.700,7.159
48.127,11.632
52.051,10.370
52.462,13.513
53.506,9.992
50.911,6.191
50.011,10.182
51.013,14.581
49.110,9.793
49.753,6.650
51.386,10.133
51.386,10.132
50.183,9.034
50.182,9.035
49.421,8.680
51.295,8.601
51.537,7.225
52.197,9.781
52.387,9.741
52.346,9.820
52.346,9.819
47.886,11.690
48.766,11.439
50.740,7.093
51.953,7.989
51.015,13.647
51.149,14.956
52.147,11.609
51.717,10.274
51.714,10.275
48.412,9.921
51.448,6.964
48.807,9.147
53.224,8.596
51.556,7.684
47.755,8.840
50.989,7.552
51.211,6.766
54.732,8.446
50.126,8.686
53.554,10.065
53.554,10.060
52.051,10.373
54.292,12.354
48.418,9.899
50.711,7.275
54.329,10.134
49.482,8.473
48.414,9.921
51.818,12.217
51.816,12.217
50.043,8.691
53.584,10.018
50.768,12.664
52.144,11.957
52.080,8.423
51.783,10.197
48.726,10.771
49.205,8.638
53.287,10.927
52.221,10.502
51.664,10.335
48.662,7.938
54.222,11.086
54.490,9.079
48.146,11.638
48.152,11.620
52.026,8.528
52.026,8.528
52.502,13.414
53.766,9.667
48.649,9.300
48.040,11.192
48.068,11.095
52.384,9.747
52.381,9.754
49.946,8.639
51.318,13.262
53.561,10.079
52.093,11.571
49.798,9.951
51.742,10.174
52.521,13.334
51.969,7.612
51.289,13.493
51.402,7.189
51.400,7.185
51.396,7.181
51.396,7.181
51.507,7.449
52.425,9.843
50.810,11.588
52.411,8.007
51.382,10.144
54.151,10.961
49.221,6.808
53.131,10.603
48.372,10.362
48.960,10.130
50.175,9.044
52.018,8.539
52.513,13.460
50.942,6.936
50.942,6.936
51.847,12.240
51.474,6.953
50.719,12.487
53.088,8.781
49.010,8.352
50.918,14.152
50.981,11.048
52.347,10.241
50.804,7.560
49.002,8.357
48.544,8.019
52.362,9.754
52.360,9.757
48.128,11.675
52.006,7.129
54.693,8.570
48.876,9.636
53.551,9.945
52.503,13.344
48.183,11.593
48.183,11.593
54.294,10.586
51.603,6.377
50.179,8.736
47.756,9.712
48.053,11.607
54.027,12.469
48.062,11.615
50.192,8.742
50.191,8.742
50.707,7.280
54.330,13.075
52.085,9.786
48.666,10.165
51.310,12.167
48.760,8.165
48.053,8.206
50.141,8.567
50.583,8.667
53.520,12.716
48.783,8.208
51.395,7.216
50.117,8.812
52.083,11.582
48.243,11.937
48.622,10.235
53.613,10.025
51.204,6.388
50.884,11.608
48.873,9.634
50.403,8.046
52.394,10.756
52.090,11.612
50.197,10.965
50.758,12.709
52.392,13.092
53.452,9.984
51.903,8.636
48.680,10.158
49.377,11.212
53.612,10.025
51.598,7.755
53.566,9.987
51.983,7.634
52.094,14.634
51.598,12.588
51.789,10.958
48.258,11.977
49.138,9.065
48.739,11.409
51.990,13.081
49.119,12.127
47.672,9.170
47.674,9.165
48.128,11.634
52.474,10.355
49.442,11.871
51.503,7.417
53.439,9.989
51.800,10.948
48.044,10.508
48.045,10.506
49.422,11.031
49.421,11.033
51.202,6.690
51.203,6.684
51.682,7.862
47.823,10.028
54.025,10.748
50.706,10.726
48.040,10.719
52.089,11.621
52.079,11.637
49.715,11.095
49.715,11.095
52.213,9.569
52.216,9.551
52.208,9.547
53.054,8.252
53.869,10.662
52.507,13.558
53.870,10.666
48.251,12.409
50.773,6.088
51.281,7.196
50.477,7.788
50.478,7.789
50.476,7.790
51.196,8.706
51.201,8.699
49.205,7.972
53.435,10.383
53.435,10.384
54.176,12.085
51.539,7.654
48.020,11.712
48.291,8.495
52.477,10.543
52.051,8.039
48.838,9.333
53.133,7.569
49.496,10.805
49.496,10.805
52.272,8.671
48.674,8.116
48.695,9.168
51.795,9.427
49.708,11.061
49.478,10.959
49.041,12.995
50.826,6.091
49.698,10.808
50.964,11.044
53.855,10.635
53.170,8.635
49.118,8.577
51.389,7.003
52.025,7.272
50.958,7.170
53.227,8.599
47.704,10.048
47.704,10.050
53.958,14.155
53.958,14.154
53.562,9.950
47.731,12.113
52.119,11.660
48.656,9.356
48.499,12.160
52.098,8.098
52.101,8.097
52.101,8.083
49.996,8.265
51.988,8.034
50.767,7.194
50.779,7.189
48.216,11.347
52.397,13.047
53.056,8.202
47.934,8.718
53.072,8.828
53.072,8.829
53.851,10.655
51.966,12.086
54.151,10.962
48.141,11.589
48.142,11.585
53.064,8.196
53.064,8.195
54.314,10.099
54.312,10.099
52.376,8.631
52.376,8.631
54.229,10.268
53.562,9.915
53.563,9.916
47.877,11.934
48.110,11.596
49.494,10.789
51.890,8.378
51.738,7.663
48.110,11.595
48.111,11.591
49.529,8.392
50.585,8.675
50.587,8.672
50.588,8.672
48.140,11.589
50.297,8.692
49.196,12.059
51.941,8.655
48.897,8.709
48.897,8.723
49.647,8.345
51.447,7.375
51.180,6.934
48.147,11.593
54.329,10.199
54.329,10.198
48.393,10.439
53.775,12.568
53.771,12.576
53.788,12.571
48.544,9.278
51.244,6.698
51.253,6.693
51.253,6.694
49.951,8.833
52.367,9.699
52.360,9.679
52.355,9.669
49.009,8.394
52.134,9.943
52.130,9.943
52.146,9.921
52.525,13.466
50.301,8.694
50.301,8.691
54.327,10.119
51.828,9.438
48.832,10.073
52.206,8.335
52.204,8.337
51.049,13.022
51.302,13.286
51.303,13.291
48.909,9.206
48.937,8.807
54.800,9.397
51.098,13.995
51.098,13.994
50.148,8.681
50.146,8.682
50.154,8.683
51.721,8.765
53.853,10.699
50.276,8.949
51.168,6.932
50.939,6.831
53.053,8.202
53.053,8.200
49.095,10.992
50.810,7.864
51.840,6.616
50.098,8.575
49.384,11.348
53.075,8.822
51.572,7.611
49.929,8.317
51.441,7.549
50.438,7.417
52.426,13.302
52.427,13.304
52.618,13.486
51.412,7.202
48.740,8.963
49.883,8.647
52.561,13.365
50.946,7.549
50.586,8.674
54.099,13.038
51.853,6.623
49.696,10.260
49.741,10.151
48.047,7.802
