lat,lon
47.699,9.062
48.765,8.934
52.488,10.883
48.597,8.870
50.758,7.004
50.168,8.576
49.803,11.029
49.041,9.097
49.566,8.709
51.259,7.469
49.502,10.417
51.297,6.848
49.900,8.484
54.439,11.197
50.045,10.235
48.798,8.111
50.141,11.251
48.763,11.425
48.725,8.088
48.741,9.218
48.380,8.887
48.722,9.271
52.046,13.502
50.560,12.737
50.560,12.737
48.686,8.058
49.669,10.927
49.991,10.250
49.844,10.970
53.603,7.279
49.120,8.278
51.460,12.634
48.719,8.066
50.816,12.387
51.594,7.135
51.760,7.893
49.633,11.128
52.322,7.222
49.055,9.243
49.055,9.246
49.460,9.212
49.210,9.301
53.236,8.464
49.203,7.603
53.690,9.916
50.093,8.102
50.663,11.567
48.600,7.874
48.765,8.987
51.088,11.623
48.491,11.185
51.110,8.621
49.784,7.652
51.108,10.646
51.853,13.715
47.494,11.104
48.662,8.696
50.716,7.052
49.419,11.888
48.696,8.136
50.313,7.798
51.439,12.372
51.717,9.184
49.961,7.330
48.942,8.408
50.854,14.704
49.198,8.111
51.053,13.806
53.224,10.171
50.918,14.149
50.063,8.343
48.516,11.897
47.957,8.265
48.947,9.430
48.624,7.894
48.893,8.940
50.436,7.830
51.956,7.008
47.726,12.125
49.817,10.990
54.021,10.749
51.546,6.603
51.348,12.314
52.837,7.516
52.625,10.081
50.702,10.932
50.541,8.991
51.182,14.424
49.510,11.341
54.570,13.105
48.640,9.011
48.640,9.011
48.110,11.728
49.067,8.470
51.585,8.172
49.108,9.128
49.108,9.129
52.251,14.573
47.658,10.541
48.777,8.060
49.145,10.876
49.467,7.170
48.041,11.521
51.371,10.872
52.209,7.026
53.458,12.264
51.857,14.415
47.684,8.983
49.995,9.573
48.806,9.527
51.664,9.375
50.666,12.610
47.716,9.067
48.697,9.141
48.002,11.795
48.118,11.132
48.316,9.065
53.969,13.128
49.441,6.855
49.818,10.863
49.116,9.168
50.833,12.919
49.864,10.844
51.163,13.471
48.502,9.126
51.445,7.367
51.445,7.368
53.573,7.901
50.729,6.179
49.169,9.202
48.466,9.225
48.218,10.842
48.465,9.225
48.930,8.472
48.030,7.579
49.903,8.514
48.859,8.203
54.471,9.836
50.545,7.252
50.967,13.282
48.076,11.255
50.440,10.119
49.739,10.162
47.869,8.202
51.502,10.794
51.831,6.238
48.093,11.405
53.523,7.271
49.162,8.042
47.581,10.558
49.982,7.523
47.613,12.190
47.853,12.129
50.775,7.284
50.270,9.994
50.591,8.960
49.983,6.892
49.892,9.592
50.925,8.413
47.643,7.742
47.615,7.664
49.653,9.947
50.651,11.543
52.394,9.595
52.140,12.587
51.195,6.607
49.261,8.483
47.775,9.029
49.857,9.959
50.803,11.589
50.674,7.193
50.674,7.193
47.766,9.002
47.778,10.616
52.243,7.370
49.979,9.064
47.722,10.557
48.965,12.384
52.703,11.090
47.830,7.945
51.627,6.201
50.022,8.166
48.099,11.405
53.300,11.086
51.565,7.311
47.817,10.534
49.058,9.279
54.107,11.902
51.203,7.074
50.933,12.706
54.637,9.778
52.797,7.864
51.560,9.935
47.880,10.623
49.070,13.102
50.045,8.433
48.043,7.866
48.776,9.795
48.551,8.723
51.533,7.162
51.496,10.006
47.801,10.348
52.729,10.729
52.605,12.344
53.061,9.021
50.607,6.304
50.778,12.870
51.029,7.568
51.283,9.634
52.962,9.027
48.660,8.744
52.979,13.332
50.060,8.532
48.788,10.109
49.362,8.257
47.737,7.713
50.044,7.804
48.909,9.265
53.770,7.694
48.840,9.682
51.164,12.550
49.758,9.803
50.641,11.631
50.513,12.942
51.098,12.972
49.170,9.269
49.215,9.543
49.353,6.724
47.907,11.847
48.788,9.888
47.582,9.916
48.065,7.849
52.966,11.160
53.089,8.937
50.560,6.238
48.032,8.417
52.408,7.986
48.542,10.853
52.007,8.418
49.705,10.260
49.705,10.261
48.799,9.798
47.837,8.446
49.156,7.034
51.282,7.289
49.156,8.289
49.985,8.362
50.887,12.801
48.905,9.080
48.288,10.656
50.984,12.310
47.903,11.447
48.780,9.254
48.682,10.815
47.760,11.562
53.490,8.478
49.557,6.820
50.621,11.630
50.207,6.981
49.175,9.047
53.773,12.575
53.294,10.504
50.676,8.823
48.269,10.891
53.493,7.358
47.641,8.247
47.560,10.221
51.543,7.687
49.017,12.103
49.228,9.210
49.498,8.922
48.829,9.814
47.643,7.694
51.483,11.972
49.447,7.767
48.071,7.798
51.335,7.283
49.210,9.204
51.064,14.347
51.553,7.919
47.738,10.689
48.776,9.279
50.913,9.188
48.296,9.065
48.510,7.924
53.476,12.431
49.051,10.501
51.369,9.301
51.798,12.399
50.128,11.995
47.846,10.419
51.048,9.666
49.020,12.095
48.838,12.964
51.819,6.509
53.810,10.374
53.907,13.033
49.265,7.574
48.459,11.132
49.448,7.768
49.848,10.497
49.079,9.065
51.855,12.044
53.150,12.177
48.994,12.196
49.078,8.395
47.554,10.021
49.123,8.408
49.189,11.192
54.070,9.988
48.110,11.085
50.026,8.884
51.237,13.189
49.349,8.691
52.210,11.791
48.521,8.115
48.381,11.417
48.805,9.387
47.506,10.371
53.363,10.207
51.329,7.863
48.395,10.001
50.242,11.326
51.383,12.271
51.456,12.929
50.955,13.353
52.548,12.940
49.511,7.090
47.738,11.577
48.937,8.251
47.689,11.186
49.203,7.962
52.286,14.060
48.685,9.363
48.512,11.115
48.965,8.477
51.201,13.162
49.309,6.778
48.879,8.965
47.753,9.195
53.868,8.699
53.869,8.698
50.228,8.875
48.078,8.368
51.906,10.428
51.164,6.865
49.143,9.124
51.157,12.098
51.582,6.246
49.828,10.739
50.627,9.445
50.749,10.812
49.535,8.355
47.753,8.936
51.020,7.654
48.338,7.872
51.369,12.735
47.999,10.726
50.625,9.507
48.355,10.978
50.722,12.699
48.300,8.489
47.976,8.603
50.229,9.346
47.799,12.168
51.145,13.801
48.361,7.835
49.152,9.286
50.694,11.594
51.093,13.986
48.267,10.988
50.928,14.144
51.666,7.633
51.715,8.725
49.439,7.762
50.701,9.314
50.637,11.662
51.962,7.628
49.316,8.388
51.832,14.148
48.586,8.103
49.175,8.836
48.002,10.501
47.852,8.771
47.899,10.412
53.519,12.681
51.176,14.430
49.596,11.157
49.757,10.618
50.102,8.543
53.609,8.594
47.709,11.753
52.021,11.738
48.714,8.739
51.902,8.636
48.087,10.860
49.526,10.483
47.914,10.511
48.906,9.135
48.137,10.580
48.787,10.688
47.750,11.740
51.447,9.414
54.106,11.611
50.392,9.136
48.913,9.217
49.831,10.925
48.280,8.540
49.402,8.629
49.389,6.700
51.360,12.630
51.280,12.377
47.735,9.117
47.692,9.146
48.176,9.089
50.650,9.172
48.113,8.605
50.587,9.286
48.760,8.165
49.523,9.325
50.991,5.998
52.810,8.115
49.731,10.232
53.209,14.007
47.654,8.308
52.500,13.443
48.103,11.424
51.217,7.630
50.588,9.540
48.159,8.091
50.037,12.002
52.273,9.572
51.029,7.842
50.580,13.003
50.799,13.231
48.695,8.135
49.092,9.477
48.696,8.135
49.279,7.112
47.686,9.834
54.371,10.205
53.940,12.106
49.251,8.879
52.206,10.310
47.840,7.708
50.895,12.354
51.465,12.273
54.484,9.047
49.558,8.074
51.535,6.427
53.468,7.484
51.799,8.025
47.678,12.470
48.754,10.335
47.678,11.201
48.384,11.047
50.798,7.206
50.793,7.207
53.291,10.731
52.434,8.613
51.080,6.314
48.960,8.803
54.154,12.573
48.862,10.571
50.581,11.996
47.693,9.400
50.870,13.322
48.386,8.625
50.869,13.323
49.281,11.459
51.600,9.552
53.436,11.186
49.876,8.150
54.754,9.757
48.373,8.126
49.432,8.310
50.546,7.136
47.903,7.901
49.800,11.011
51.108,7.637
52.667,12.065
47.713,9.176
51.491,8.432
48.586,8.012
51.297,7.671
51.298,7.671
48.624,8.051
50.850,13.942
54.243,12.433
54.182,7.890
48.947,9.100
49.535,9.203
50.055,12.190
49.036,8.705
49.002,9.293
50.872,13.399
53.760,9.689
50.968,11.906
51.871,12.644
48.966,12.167
49.446,8.897
54.243,10.065
47.928,12.378
49.007,8.725
53.375,10.723
48.639,8.092
49.972,10.885
50.511,12.400
48.682,7.983
47.934,12.735
48.445,8.689
49.167,9.846
49.544,8.785
49.651,8.780
49.288,6.883
48.685,8.189
49.001,8.811
50.760,13.790
49.636,8.832
47.696,10.345
48.018,9.251
48.685,8.190
48.955,8.511
48.362,8.630
51.173,13.541
50.850,13.078
50.207,9.134
49.133,9.377
49.654,8.567
47.674,9.319
47.720,9.391
48.768,9.876
54.234,10.277
51.054,11.711
48.726,8.009
52.272,8.673
50.506,9.129
48.715,9.524
51.375,12.322
52.598,8.835
49.711,10.218
48.876,9.398
48.465,7.979
52.862,11.982
49.956,8.013
51.571,14.379
50.577,12.869
49.613,7.337
50.800,12.800
47.786,8.876
48.485,11.062
53.739,12.763
51.842,12.280
48.558,10.289
53.119,13.500
50.189,9.200
49.425,10.897
47.778,10.320
49.624,8.760
48.752,8.005
47.814,12.376
48.624,8.969
50.563,12.788
47.715,9.417
47.854,12.344
49.237,7.260
48.451,9.138
50.430,10.303
48.877,9.349
50.654,8.328
51.974,11.654
48.888,9.393
47.664,9.762
53.612,9.314
49.030,12.213
49.753,6.634
49.004,12.199
53.708,9.994
50.651,11.354
48.637,9.131
47.666,9.367
49.681,10.232
51.770,10.804
48.350,8.493
48.928,9.391
47.592,7.914
51.086,7.530
49.077,8.587
50.492,8.659
51.435,6.761
49.741,10.351
48.968,9.072
47.878,12.337
48.228,10.781
50.401,9.286
50.868,9.717
48.887,10.476
54.252,12.473
52.630,13.319
48.728,9.254
51.977,7.292
51.326,12.407
54.256,12.256
48.892,10.992
47.849,12.069
53.166,7.452
52.858,7.282
47.688,9.491
48.717,9.232
54.081,9.783
51.734,8.683
49.879,10.086
51.226,6.619
52.710,8.506
47.884,8.344
50.667,7.428
49.075,12.195
48.963,8.644
48.431,11.352
47.706,11.410
48.690,10.915
51.182,10.170
50.958,10.392
48.959,9.126
48.223,10.108
51.558,13.004
50.915,7.653
49.545,11.946
48.037,10.728
53.275,11.564
47.933,10.711
47.719,8.318
52.749,12.107
50.844,7.337
50.864,13.022
51.381,6.599
50.128,7.006
47.813,9.272
48.608,9.098
51.657,7.096
51.483,8.339
54.012,10.571
48.660,8.943
47.828,9.650
48.352,8.081
49.979,11.157
48.952,12.240
48.463,11.249
48.383,8.807
48.526,8.565
47.630,9.658
49.285,8.397
48.238,10.857
48.913,12.160
51.173,7.973
47.711,9.270
50.957,14.168
48.486,10.933
48.574,10.837
48.366,12.250
48.512,10.952
49.773,8.816
47.767,9.161
51.884,8.232
48.258,12.958
49.366,8.751
50.863,13.856
49.863,7.829
49.863,7.829
50.085,11.240
51.358,12.711
48.759,9.452
49.318,8.549
49.153,8.587
47.802,7.840
50.020,10.829
51.182,14.013
49.367,8.524
48.880,12.356
48.128,9.797
48.683,9.278
49.547,9.731
48.388,8.842
54.032,11.672
49.110,10.755
48.491,10.857
50.210,6.980
48.896,9.192
47.673,12.015
49.301,6.944
49.281,8.122
47.743,12.155
48.085,11.828
47.753,8.169
48.247,8.901
48.247,10.988
53.647,7.612
48.354,10.779
48.543,8.920
49.103,9.569
52.468,8.376
49.081,9.558
48.882,12.569
48.929,9.639
50.707,8.697
50.055,8.695
48.273,8.851
50.628,6.950
48.818,9.922
50.938,6.562
50.203,9.191
48.169,8.595
48.816,12.804
52.422,10.787
52.421,10.788
48.125,8.625
49.933,11.502
52.368,9.005
48.880,9.762
51.440,7.972
49.115,10.754
51.395,10.401
52.791,11.754
49.058,8.927
51.201,6.838
50.051,11.797
48.949,11.395
49.747,8.003
47.726,10.317
48.060,8.458
49.110,8.244
49.069,10.317
49.006,12.379
49.240,9.101
48.918,11.872
48.100,8.200
48.301,8.874
49.000,12.400
53.856,13.688
47.959,7.779
48.061,10.682
49.292,8.962
48.303,11.359
48.288,8.813
48.042,7.866
50.827,12.548
48.259,10.606
49.089,9.275
52.113,12.453
48.404,8.775
48.396,8.407
53.590,12.089
52.734,10.233
49.211,10.064
49.471,8.566
48.591,9.222
51.387,7.399
50.684,8.304
50.683,8.303
48.067,7.882
49.800,10.231
49.681,11.418
49.454,8.491
49.817,10.988
51.157,14.986
50.693,13.088
52.920,12.802
49.966,9.205
47.628,8.314
47.772,7.824
49.928,7.831
48.149,8.589
54.303,10.215
49.278,9.688
51.396,12.222
54.354,13.468
47.818,8.177
48.844,9.265
48.121,11.425
49.899,8.839
50.892,6.997
51.302,11.804
51.095,14.668
49.925,8.872
